Nome da Marca,Tipo,Custo Unitario,Preco Unitario,ID Produto,Categoria
Contoso,Regular,"294,54",889,255,Home Theater
Contoso,Regular,"208,52",409,256,Home Theater
Contoso,Regular,"197,28",429,257,Home Theater
Contoso,Regular,"224,87",489,258,Home Theater
Contoso,Regular,"167,73",329,259,Home Theater
Contoso,Regular,"155,89",339,260,Home Theater
Contoso,Regular,"183,49",399,261,Home Theater
Contoso,Regular,"243,27",529,263,Home Theater
Contoso,Regular,"244,72",480,264,Home Theater
Contoso,Regular,"183,54",360,265,Home Theater
Contoso,Regular,"167,73",329,267,Home Theater
Contoso,Regular,"294,54",889,268,Home Theater
Contoso,Regular,"208,52",409,269,Home Theater
Contoso,Regular,"197,28",429,270,Home Theater
Contoso,Regular,"224,87",489,271,Home Theater
Contoso,Regular,"167,73",329,272,Home Theater
Contoso,Regular,"155,89",339,273,Home Theater
Contoso,Regular,"183,49",399,274,Home Theater
Contoso,Regular,"243,27",529,276,Home Theater
Contoso,Regular,"244,72",480,277,Home Theater
Contoso,Regular,"183,54",360,278,Home Theater
Contoso,Regular,"167,73",329,280,Home Theater
Contoso,Regular,"294,54",889,281,Home Theater
Contoso,Regular,"208,52",409,282,Home Theater
Contoso,Regular,"197,28",429,283,Home Theater
Contoso,Regular,"224,87",489,284,Home Theater
Contoso,Regular,"167,73",329,285,Home Theater
Contoso,Regular,"155,89",339,286,Home Theater
Contoso,Regular,"183,49",399,287,Home Theater
Contoso,Regular,"243,27",529,289,Home Theater
Contoso,Regular,"244,72",480,290,Home Theater
Contoso,Regular,"183,54",360,291,Home Theater
Contoso,Regular,"157,73",343,1102,Câmera Digital SLR
Contoso,Regular,"164,63",358,1103,Câmera Digital SLR
Contoso,Regular,"141,47",427,1104,Câmera Digital SLR
Contoso,Regular,"188,19",568,1105,Câmera Digital SLR
Contoso,Regular,"164,63",358,1107,Câmera Digital SLR
Contoso,Regular,"133,36",290,1466,Smartphone
Contoso,Regular,"138,42",301,1467,Smartphone
Contoso,Regular,"117,73",256,1459,Smartphone
Contoso,Regular,"137,96",300,1460,Smartphone
Contoso,Regular,"141,64",308,1461,Smartphone
Contoso,Regular,"123,24",268,1462,Smartphone
Contoso,Regular,"134,74",293,1463,Smartphone
Contoso,Regular,"118,65",258,1464,Smartphone
Contoso,Regular,"321,44",699,577,Projetor
Contoso,Regular,"459,4",999,578,Projetor
Contoso,Regular,"116,75",229,579,Projetor
Contoso,Regular,"254,4",499,580,Projetor
Contoso,Regular,"152,08",459,581,Projetor
Contoso,Regular,"137,5",299,582,Projetor
Contoso,Regular,"83,16",251,583,Projetor
Contoso,Regular,"321,44",699,589,Projetor
Contoso,Regular,"459,4",999,590,Projetor
Contoso,Regular,"116,75",229,591,Projetor
Contoso,Regular,"254,4",499,592,Projetor
Contoso,Regular,"152,08",459,593,Projetor
Contoso,Regular,"137,5",299,594,Projetor
Contoso,Regular,"83,16",251,595,Projetor
Contoso,Regular,"321,44",699,601,Projetor
Contoso,Regular,"459,4",999,602,Projetor
Contoso,Regular,"116,75",229,603,Projetor
Contoso,Regular,"254,4",499,604,Projetor
Contoso,Regular,"152,08",459,605,Projetor
Contoso,Regular,"137,5",299,606,Projetor
Contoso,Regular,"83,16",251,607,Projetor
Contoso,Regular,"188,19",568,1077,Câmera Digital SLR
Contoso,Regular,"164,63",358,1079,Câmera Digital SLR
Contoso,Regular,"188,19",568,1081,Câmera Digital SLR
Contoso,Regular,"164,63",358,1083,Câmera Digital SLR
Contoso,Regular,"188,19",568,1085,Câmera Digital SLR
Contoso,Regular,"164,63",358,1087,Câmera Digital SLR
Contoso,Regular,"188,19",568,1089,Câmera Digital SLR
Contoso,Regular,"152,68",332,1090,Câmera Digital SLR
Contoso,Regular,"164,63",358,1091,Câmera Digital SLR
Contoso,Regular,"188,19",568,1093,Câmera Digital SLR
Contoso,Regular,"152,68",332,1094,Câmera Digital SLR
Contoso,Regular,"164,63",358,1095,Câmera Digital SLR
Contoso,Regular,"188,19",568,1097,Câmera Digital SLR
Contoso,Regular,"157,73",343,1098,Câmera Digital SLR
Contoso,Regular,"164,63",358,1099,Câmera Digital SLR
Contoso,Regular,"188,19",568,1101,Câmera Digital SLR
Contoso,Regular,"26,21","56,99",1616,Filme DVD
Contoso,Regular,"26,67","57,99",1617,Filme DVD
Contoso,Regular,"27,13","58,99",1618,Filme DVD
Contoso,Regular,"27,59","59,99",1619,Filme DVD
Contoso,Regular,"28,05","60,99",1620,Filme DVD
Contoso,Regular,"8,27","17,99",1627,Filme DVD
Contoso,Regular,"6,39","13,89",1628,Filme DVD
Contoso,Regular,"5,82","12,66",1631,Filme DVD
Contoso,Regular,"8,27","17,99",1632,Filme DVD
Contoso,Regular,"6,39","13,89",1633,Filme DVD
Contoso,Regular,"5,82","12,66",1636,Filme DVD
Contoso,Regular,"8,27","17,99",1637,Filme DVD
Contoso,Regular,"6,39","13,89",1638,Filme DVD
Contoso,Regular,"5,82","12,66",1641,Filme DVD
Contoso,Regular,"26,62","57,88",1642,Filme DVD
Contoso,Regular,"26,62","57,88",1643,Filme DVD
Contoso,Regular,"26,62","57,88",1644,Filme DVD
Contoso,Regular,"26,62","57,88",1645,Filme DVD
Contoso,Regular,"73,57","159,99",1646,Filme DVD
Contoso,Regular,"82,77","179,99",1647,Filme DVD
Contoso,Regular,"73,57","159,99",1651,Filme DVD
Contoso,Regular,"82,77","179,99",1652,Filme DVD
Contoso,Regular,"73,57","159,99",1656,Filme DVD
Contoso,Regular,"82,77","179,99",1657,Filme DVD
Wide World Importers,Regular,"91,95","199,95",49,Caneta Gravadora
Wide World Importers,Regular,"91,95","199,95",50,Caneta Gravadora
Wide World Importers,Regular,"91,95","199,95",51,Caneta Gravadora
Wide World Importers,Regular,"91,95","199,95",52,Caneta Gravadora
Wide World Importers,Regular,"83,24",181,61,Caneta Gravadora
Wide World Importers,Regular,"83,24",181,62,Caneta Gravadora
Wide World Importers,Regular,"83,24",181,63,Caneta Gravadora
Wide World Importers,Regular,"83,24",181,64,Caneta Gravadora
Wide World Importers,Regular,"83,24",181,65,Caneta Gravadora
Northwind Traders,Regular,"45,98","99,99",83,Fone de Ouvido Bluetooth
Northwind Traders,Regular,"45,98","99,99",84,Fone de Ouvido Bluetooth
Northwind Traders,Regular,"45,98","99,99",85,Fone de Ouvido Bluetooth
Northwind Traders,Regular,"45,98","99,99",86,Fone de Ouvido Bluetooth
Northwind Traders,Regular,"45,98","99,99",87,Fone de Ouvido Bluetooth
Northwind Traders,Regular,"49,69","149,99",88,Fone de Ouvido Bluetooth
Northwind Traders,Regular,"49,69","149,99",89,Fone de Ouvido Bluetooth
Northwind Traders,Regular,"49,69","149,99",90,Fone de Ouvido Bluetooth
Northwind Traders,Regular,"49,69","149,99",91,Fone de Ouvido Bluetooth
Northwind Traders,Regular,"49,69","149,99",92,Fone de Ouvido Bluetooth
Wide World Importers,Regular,"55,18",120,98,Fone de Ouvido Bluetooth
Wide World Importers,Regular,"55,18",120,99,Fone de Ouvido Bluetooth
Wide World Importers,Regular,"55,18",120,100,Fone de Ouvido Bluetooth
Wide World Importers,Regular,"55,18",120,101,Fone de Ouvido Bluetooth
Wide World Importers,Regular,"52,88",115,102,Fone de Ouvido Bluetooth
Wide World Importers,Regular,"52,88",115,103,Fone de Ouvido Bluetooth
Wide World Importers,Regular,"52,88",115,104,Fone de Ouvido Bluetooth
Wide World Importers,Regular,"52,88",115,105,Fone de Ouvido Bluetooth
Wide World Importers,Regular,"61,16","132,99",106,Fone de Ouvido Bluetooth
Wide World Importers,Regular,"61,16","132,99",107,Fone de Ouvido Bluetooth
Wide World Importers,Regular,"61,16","132,99",108,Fone de Ouvido Bluetooth
Wide World Importers,Regular,"61,16","132,99",109,Fone de Ouvido Bluetooth
Wide World Importers,Regular,"61,16","132,99",110,Fone de Ouvido Bluetooth
Adventure Works,Regular,"128,76","279,99",122,Televisão
Adventure Works,Regular,"128,76","279,99",123,Televisão
Adventure Works,Regular,"128,76","279,99",124,Televisão
Adventure Works,Regular,"160,93","349,95",133,Televisão
Adventure Works,Regular,"160,93","349,95",134,Televisão
Adventure Works,Regular,"160,93","349,95",135,Televisão
Adventure Works,Regular,"160,93","349,95",136,Televisão
Adventure Works,Regular,"229,93","499,99",137,Televisão
Adventure Works,Regular,"229,93","499,99",138,Televisão
Adventure Works,Regular,"229,93","499,99",139,Televisão
Adventure Works,Regular,"229,93","499,99",140,Televisão
Adventure Works,Regular,"152,94","299,99",141,Televisão
Adventure Works,Regular,"152,94","299,99",142,Televisão
Adventure Works,Regular,"152,94","299,99",143,Televisão
Adventure Works,Regular,"152,94","299,99",144,Televisão
Adventure Works,Regular,"392,6","1184,97",149,Televisão
Adventure Works,Regular,"392,6","1184,97",150,Televisão
Adventure Works,Regular,"392,6","1184,97",151,Televisão
Adventure Works,Regular,"392,6","1184,97",152,Televisão
Adventure Works,Regular,"216,12","469,97",153,Televisão
Adventure Works,Regular,"216,12","469,97",154,Televisão
Adventure Works,Regular,"216,12","469,97",155,Televisão
Adventure Works,Regular,"216,12","469,97",156,Televisão
Adventure Works,Regular,"505,85","1099,99",157,Televisão
Adventure Works,Regular,"505,85","1099,99",158,Televisão
Adventure Works,Regular,"505,85","1099,99",159,Televisão
Adventure Works,Regular,"505,85","1099,99",160,Televisão
Adventure Works,Regular,"389,26","763,51",165,Televisão
Southridge Video,Regular,"54,72",119,166,DVD
Southridge Video,Regular,"59,32",129,168,DVD
Southridge Video,Regular,"54,72",119,169,DVD
Southridge Video,Regular,"50,13",109,170,DVD
Southridge Video,Regular,"43,04","129,9",174,DVD
Southridge Video,Regular,"53,76","116,9",175,DVD
Southridge Video,Regular,"58,36","126,9",176,DVD
Southridge Video,Regular,"54,72",119,179,DVD
Southridge Video,Regular,"59,32",129,181,DVD
Southridge Video,Regular,"54,72",119,182,DVD
Southridge Video,Regular,"50,13",109,183,DVD
Southridge Video,Regular,"43,04","129,9",187,DVD
Southridge Video,Regular,"53,76","116,9",188,DVD
Southridge Video,Regular,"58,36","126,9",189,DVD
Litware,Regular,"275,46",599,192,Home Theater
Litware,Regular,"321,44",699,193,Home Theater
Litware,Regular,"293,85",639,195,Home Theater
Litware,Regular,"275,46",599,198,Home Theater
Litware,Regular,"261,66",569,199,Home Theater
Litware,Regular,"252,47",549,200,Home Theater
Litware,Regular,"321,44",699,201,Home Theater
Litware,Regular,"316,85",689,202,Home Theater
Litware,Regular,"264,72",799,203,Home Theater
Litware,Regular,"275,46",599,205,Home Theater
Litware,Regular,"261,66",569,206,Home Theater
Litware,Regular,"266,26",579,207,Home Theater
Litware,Regular,"275,46",599,208,Home Theater
Litware,Regular,"321,44",699,209,Home Theater
Litware,Regular,"293,85",639,211,Home Theater
Litware,Regular,"275,46",599,214,Home Theater
Litware,Regular,"261,66",569,215,Home Theater
Litware,Regular,"252,47",549,216,Home Theater
Litware,Regular,"321,44",699,217,Home Theater
Litware,Regular,"316,85",689,218,Home Theater
Litware,Regular,"264,72",799,219,Home Theater
Litware,Regular,"275,46",599,221,Home Theater
Litware,Regular,"261,66",569,222,Home Theater
Litware,Regular,"266,26",579,223,Home Theater
Litware,Regular,"275,46",599,224,Home Theater
Litware,Regular,"321,44",699,225,Home Theater
Litware,Regular,"293,85",639,227,Home Theater
Litware,Regular,"275,46",599,230,Home Theater
Litware,Regular,"261,66",569,231,Home Theater
Litware,Regular,"252,47",549,232,Home Theater
Litware,Regular,"321,44",699,233,Home Theater
Litware,Regular,"316,85",689,234,Home Theater
Litware,Regular,"264,72",799,235,Home Theater
Litware,Regular,"275,46",599,237,Home Theater
Litware,Regular,"261,66",569,238,Home Theater
Litware,Regular,"266,26",579,239,Home Theater
Wide World Importers,Regular,"321,44",699,635,Projetor
Wide World Importers,Regular,"459,4",999,636,Projetor
Wide World Importers,Regular,"116,75",229,637,Projetor
Wide World Importers,Regular,"254,4",499,638,Projetor
Wide World Importers,Regular,"152,08",459,639,Projetor
Wide World Importers,Regular,"99,06",299,640,Projetor
Wide World Importers,Regular,"115,43",251,641,Projetor
Proseware,Regular,"73,12",159,642,"Impressora, Scanner & Fax"
Proseware,Regular,"77,72",169,643,"Impressora, Scanner & Fax"
Proseware,Regular,"69,25",209,645,"Impressora, Scanner & Fax"
Proseware,Regular,"72,56",219,646,"Impressora, Scanner & Fax"
Proseware,Regular,"53,34",116,651,"Impressora, Scanner & Fax"
Proseware,Regular,"55,64",121,652,"Impressora, Scanner & Fax"
Proseware,Regular,"62,54",136,653,"Impressora, Scanner & Fax"
Proseware,Regular,"59,32",129,654,"Impressora, Scanner & Fax"
A. Datum,Regular,"86,45",188,948,Câmera Digital
A. Datum,Regular,"88,79",268,949,Câmera Digital
A. Datum,Regular,"84,84","184,5",952,Câmera Digital
A. Datum,Regular,"86,68","188,5",953,Câmera Digital
A. Datum,Regular,"85,95","186,9",954,Câmera Digital
A. Datum,Regular,"90,55","196,9",955,Câmera Digital
A. Datum,Regular,"91,05",198,956,Câmera Digital
A. Datum,Regular,"76,53",231,957,Câmera Digital
The Phone Company,Regular,"137,5",299,1523,Tablet
The Phone Company,Regular,"109,45",238,1526,Tablet
The Phone Company,Regular,"123,24",268,1527,Tablet
The Phone Company,Regular,"117,27",255,1529,Tablet
The Phone Company,Regular,"122,32",266,1530,Tablet
Southridge Video,Regular,"44,1","95,9",911,Acessório para Computador
Southridge Video,Regular,"44,1","95,9",912,Acessório para Computador
Southridge Video,Regular,"44,1","95,9",913,Acessório para Computador
Southridge Video,Regular,"44,1","95,9",914,Acessório para Computador
Fabrikam,Regular,"215,15",422,1148,Câmera e Filmadora
Fabrikam,Regular,"220,25",432,1149,Câmera e Filmadora
Fabrikam,Regular,"209,54",411,1150,Câmera e Filmadora
Fabrikam,Regular,"209,03",410,1151,Câmera e Filmadora
Fabrikam,Regular,"331,32",1000,1152,Câmera e Filmadora
Fabrikam,Regular,"330,99",999,1153,Câmera e Filmadora
Fabrikam,Regular,"330,66",998,1154,Câmera e Filmadora
Fabrikam,Regular,"324,69",980,1155,Câmera e Filmadora
Fabrikam,Regular,"409,28",890,1160,Câmera e Filmadora
Fabrikam,Regular,"404,68",880,1161,Câmera e Filmadora
Fabrikam,Regular,"395,48",860,1162,Câmera e Filmadora
Fabrikam,Regular,"390,88",850,1163,Câmera e Filmadora
Fabrikam,Regular,"275,92",600,1168,Câmera e Filmadora
Fabrikam,Regular,"260,28",566,1169,Câmera e Filmadora
Southridge Video,Regular,"169,69",369,323,Sistema Audivisual para Carro
Southridge Video,Regular,"229,93",500,324,Sistema Audivisual para Carro
Southridge Video,Regular,"229,47",499,325,Sistema Audivisual para Carro
Southridge Video,Regular,"152,44",299,326,Sistema Audivisual para Carro
Southridge Video,Regular,"157,54",309,330,Sistema Audivisual para Carro
Southridge Video,Regular,"162,64",319,333,Sistema Audivisual para Carro
Southridge Video,Regular,"36,33",79,934,Acessório para Computador
Southridge Video,Regular,"36,33",79,935,Acessório para Computador
Southridge Video,Regular,"36,33",79,936,Acessório para Computador
Southridge Video,Regular,"36,33",79,937,Acessório para Computador
A. Datum,Regular,"66,26",200,945,Câmera Digital
A. Datum,Regular,"66,26",200,959,Câmera Digital
Fabrikam,Regular,"291,09",633,1170,Câmera e Filmadora
Fabrikam,Regular,"301,21",655,1171,Câmera e Filmadora
Fabrikam,Regular,"215,15",422,1172,Câmera e Filmadora
Fabrikam,Regular,"220,25",432,1173,Câmera e Filmadora
Fabrikam,Regular,"209,54",411,1174,Câmera e Filmadora
Fabrikam,Regular,"209,03",410,1175,Câmera e Filmadora
Fabrikam,Regular,"331,32",1000,1176,Câmera e Filmadora
Fabrikam,Regular,"330,99",999,1177,Câmera e Filmadora
Fabrikam,Regular,"330,66",998,1178,Câmera e Filmadora
Fabrikam,Regular,"234,52",460,1223,Câmera e Filmadora
Fabrikam,Regular,"341,26",1030,1224,Câmera e Filmadora
Adventure Works,Regular,"188,13",369,425,Desktop
Adventure Works,Regular,"254,86","499,9",426,Desktop
Adventure Works,Regular,"215,68",469,427,Desktop
Adventure Works,Regular,"275,87","599,9",429,Desktop
Adventure Works,Regular,"188,13",369,431,Desktop
Adventure Works,Regular,"254,86","499,9",432,Desktop
Adventure Works,Regular,"275,46",599,434,Desktop
Adventure Works,Regular,"188,13",369,436,Desktop
Proseware,Regular,"53,34",116,680,"Impressora, Scanner & Fax"
Proseware,Regular,"55,64",121,681,"Impressora, Scanner & Fax"
Proseware,Regular,"62,54",136,682,"Impressora, Scanner & Fax"
Proseware,Regular,"59,32",129,683,"Impressora, Scanner & Fax"
Proseware,Regular,"73,58",160,684,"Impressora, Scanner & Fax"
Proseware,Regular,"72,66",158,685,"Impressora, Scanner & Fax"
Proseware,Regular,"68,52",149,686,"Impressora, Scanner & Fax"
Proseware,Regular,"69,25",209,687,"Impressora, Scanner & Fax"
Proseware,Regular,"54,26",118,688,"Impressora, Scanner & Fax"
Proseware,Regular,"73,12",159,689,"Impressora, Scanner & Fax"
Proseware,Regular,"74,96",163,695,"Impressora, Scanner & Fax"
Proseware,Regular,"87,37",190,696,"Impressora, Scanner & Fax"
Proseware,Regular,"67,6",147,697,"Impressora, Scanner & Fax"
Proseware,Regular,"86,45",188,698,"Impressora, Scanner & Fax"
A. Datum,Regular,"90,55","196,9",969,Câmera Digital
A. Datum,Regular,"91,05",198,970,Câmera Digital
A. Datum,Regular,"76,53",231,971,Câmera Digital
A. Datum,Regular,"66,26",200,973,Câmera Digital
A. Datum,Regular,"86,45",188,976,Câmera Digital
A. Datum,Regular,"88,79",268,977,Câmera Digital
A. Datum,Regular,"84,84","184,5",980,Câmera Digital
A. Datum,Regular,"86,68","188,5",981,Câmera Digital
A. Datum,Regular,"85,95","186,9",982,Câmera Digital
