Nome da Marca,Tipo,Custo Unitario,Preco Unitario,ID Produto,Categoria
Proseware,Luxo,"760,38",2295,539,Projetor
Proseware,Luxo,"827,97",2499,540,Projetor
Proseware,Luxo,"760,38",2295,551,Projetor
Proseware,Luxo,"827,97",2499,552,Projetor
Proseware,Luxo,"760,38",2295,563,Projetor
Proseware,Luxo,"827,97",2499,564,Projetor
Wide World Importers,Luxo,"760,38",2295,611,Projetor
Wide World Importers,Luxo,"827,97",2499,612,Projetor
Proseware,Luxo,"75,54",228,661,"Impressora, Scanner & Fax"
Proseware,Luxo,"78,19",236,662,"Impressora, Scanner & Fax"
Proseware,Luxo,"82,17",248,663,"Impressora, Scanner & Fax"
Proseware,Luxo,"75,87",229,664,"Impressora, Scanner & Fax"
Proseware,Luxo,"75,54",228,719,"Impressora, Scanner & Fax"
Proseware,Luxo,"78,19",236,720,"Impressora, Scanner & Fax"
Proseware,Luxo,"82,17",248,721,"Impressora, Scanner & Fax"
Proseware,Luxo,"75,87",229,722,"Impressora, Scanner & Fax"
Proseware,Luxo,"75,54",228,738,"Impressora, Scanner & Fax"
Proseware,Luxo,"78,19",236,739,"Impressora, Scanner & Fax"
Proseware,Luxo,"82,17",248,740,"Impressora, Scanner & Fax"
Proseware,Luxo,"75,87",229,741,"Impressora, Scanner & Fax"
Southridge Video,Luxo,"59,31",179,915,Acessório para Computador
Southridge Video,Luxo,"59,31",179,916,Acessório para Computador
Southridge Video,Luxo,"59,31",179,917,Acessório para Computador
Southridge Video,Luxo,"59,31",179,918,Acessório para Computador
A. Datum,Luxo,"96,08",290,964,Câmera Digital
A. Datum,Luxo,"143,26",281,965,Câmera Digital
A. Datum,Luxo,"96,08",290,992,Câmera Digital
A. Datum,Luxo,"143,26",281,993,Câmera Digital
A. Datum,Luxo,"96,08",290,1006,Câmera Digital
A. Datum,Luxo,"143,26",281,1007,Câmera Digital
A. Datum,Luxo,"96,08",290,1020,Câmera Digital
A. Datum,Luxo,"143,26",281,1021,Câmera Digital
A. Datum,Luxo,"96,08",290,1034,Câmera Digital
A. Datum,Luxo,"143,26",281,1035,Câmera Digital
Fabrikam,Luxo,"213,7",645,1116,Câmera Digital SLR
Fabrikam,Luxo,"217,68",657,1120,Câmera Digital SLR
Fabrikam,Luxo,"530,11",1600,1180,Câmera e Filmadora
Fabrikam,Luxo,"523,49",1580,1181,Câmera e Filmadora
Fabrikam,Luxo,"516,86",1560,1182,Câmera e Filmadora
Fabrikam,Luxo,"503,61",1520,1183,Câmera e Filmadora
Fabrikam,Luxo,"530,11",1600,1204,Câmera e Filmadora
Fabrikam,Luxo,"523,49",1580,1205,Câmera e Filmadora
Fabrikam,Luxo,"516,86",1560,1206,Câmera e Filmadora
Fabrikam,Luxo,"503,61",1520,1207,Câmera e Filmadora
The Phone Company,Luxo,"175,27",529,1425,Smartphone
The Phone Company,Luxo,"195,15",589,1426,Smartphone
Fabrikam,Luxo,"217,68",657,1124,Câmera Digital SLR
Fabrikam,Luxo,"536,74",1620,1228,Câmera e Filmadora
Fabrikam,Luxo,"516,86",1560,1229,Câmera e Filmadora
Fabrikam,Luxo,"506,92",1530,1230,Câmera e Filmadora
Fabrikam,Luxo,"496,98",1500,1231,Câmera e Filmadora
The Phone Company,Luxo,"133,19",402,1543,Tablet
The Phone Company,Luxo,"100,06",302,1546,Tablet
The Phone Company,Luxo,"128,88",389,1549,Tablet
The Phone Company,Luxo,"131,87",398,1552,Tablet
The Phone Company,Luxo,"131,87",398,1570,Tablet
Southridge Video,Luxo,"72,56",219,1577,Filme DVD
Southridge Video,Luxo,"72,56",219,1578,Filme DVD
Southridge Video,Luxo,"72,56",219,1579,Filme DVD
Southridge Video,Luxo,"72,56",219,1580,Filme DVD
Southridge Video,Luxo,"72,56",219,1581,Filme DVD
Southridge Video,Luxo,"7,58","22,89",1585,Filme DVD
Southridge Video,Luxo,"7,58","22,89",1590,Filme DVD
Southridge Video,Luxo,"7,58","22,89",1595,Filme DVD
The Phone Company,Luxo,"142,56",310,1479,Tablet
The Phone Company,Luxo,"175,27",529,1408,Smartphone
The Phone Company,Luxo,"195,15",589,1409,Smartphone
The Phone Company,Luxo,"175,27",529,1442,Smartphone
The Phone Company,Luxo,"195,15",589,1443,Smartphone
The Phone Company,Luxo,"142,56",310,1499,Tablet
The Phone Company,Luxo,"142,56",310,1509,Tablet
The Phone Company,Luxo,"142,56",310,1519,Tablet
The Phone Company,Luxo,"131,87",398,1534,Tablet
The Phone Company,Luxo,"121,93",368,1537,Tablet
The Phone Company,Luxo,"142,56",310,1539,Tablet
The Phone Company,Luxo,"125,9",380,1540,Tablet
The Phone Company,Luxo,"151,76",330,1542,Tablet
The Phone Company,Luxo,"121,93",368,1555,Tablet
The Phone Company,Luxo,"142,56",310,1557,Tablet
The Phone Company,Luxo,"125,9",380,1558,Tablet
The Phone Company,Luxo,"151,76",330,1560,Tablet
The Phone Company,Luxo,"133,19",402,1561,Tablet
The Phone Company,Luxo,"100,06",302,1564,Tablet
The Phone Company,Luxo,"128,88",389,1567,Tablet
Southridge Video,Luxo,"86,14","259,99",1604,Filme DVD
Southridge Video,Luxo,"96,08","289,99",1605,Filme DVD
Southridge Video,Luxo,"86,14","259,99",1609,Filme DVD
Southridge Video,Luxo,"96,08","289,99",1610,Filme DVD
Southridge Video,Luxo,"86,14","259,99",1614,Filme DVD
Southridge Video,Luxo,"96,08","289,99",1615,Filme DVD
